date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
199304,-3.7479,-2.4871,-2.7049,-5.0586,-0.7399,-1.1277
199305,6.6181,3.4308,3.1393,4.0372,2.351,0.6694
199306,0.5431,0.6606,1.4876,-1.0757,1.1626,3.4698
199307,-0.4052,1.6046,2.1185,-1.9939,1.2726,1.174
199308,3.7756,4.7705,3.4149,3.4854,3.9838,4.1084
199309,3.315,2.3534,2.4602,-0.9259,0.6327,-0.688
199310,3.9698,1.641,2.7022,3.2825,-0.0765,-0.9683
199311,-3.1616,-2.8552,-2.4434,0.062,-2.6259,-2.1447
199312,2.7277,3.9524,2.5671,1.4219,1.9158,2.2282
199401,1.8803,2.9469,4.8889,2.4154,4.577,1.6973
199402,-0.9196,0.9023,-1.0985,-1.7641,-3.0804,-4.672
199403,-6.2311,-4.7222,-4.3361,-4.6933,-3.9696,-3.3803
199404,-0.8882,0.7042,1.4197,0.6158,1.7767,1.6366
199405,-2.7048,-1.0815,0.1619,1.4041,1.5369,-0.1128
199406,-4.7152,-2.3809,-1.8241,-3.1128,-1.8992,-2.6651
199407,1.6163,1.1342,2.1612,2.8841,3.9601,3.5012
199408,7.3985,4.8445,3.9547,5.2259,2.9839,3.6475
199409,0.6014,-0.2346,-0.0209,-1.4291,-3.0779,-4.5775
199410,0.4398,-0.05,-1.5464,2.0112,2.7875,0.7504
199411,-3.9575,-3.2047,-3.6845,-3.2106,-3.5149,-4.8823
199412,0.8135,1.5798,1.5471,1.5264,1.237,0.5245
199501,-1.0872,-0.3093,0.8998,2.194,2.459,5.3437
199502,3.5045,3.3654,4.2537,3.8868,3.9271,5.2961
199503,2.9035,1.7243,1.2955,2.9623,3.1772,0.2608
199504,1.0824,2.8031,3.3218,2.3436,2.8189,3.5196
199505,0.8409,1.5866,2.955,3.2689,4.0276,5.7376
199506,7.7813,4.5341,4.3521,3.4656,1.8442,1.8233
199507,8.0404,4.7905,4.8239,3.7632,3.932,3.7455
199508,2.0488,2.6992,3.9387,0.0326,0.874,3.7307
199509,2.4192,2.1131,1.6687,4.506,3.1103,5.1737
199510,-5.5169,-5.2771,-3.8152,0.331,-1.2331,-2.373
199511,3.7295,3.3741,3.7025,4.2415,4.5532,5.2829
199512,2.2051,2.1904,2.2547,0.8634,2.4287,1.2528
199601,0.0325,0.3393,0.6887,3.1042,2.9451,3.212
199602,4.8418,2.3586,2.7796,1.6586,1.3955,1.5535
199603,2.4736,2.6032,2.6298,0.3329,2.0041,0.8853
199604,8.5392,5.1675,4.6315,2.5169,1.7542,-1.6187
199605,6.0161,4.6673,5.3554,3.3798,0.7688,2.376
199606,-6.3904,-2.9786,-2.3838,0.141,-0.69,0.8304
199607,-13.7771,-6.8259,-5.4644,-5.6703,-3.7797,-3.6952
199608,7.0424,4.9914,4.4876,2.1368,3.8503,3.2033
199609,5.3067,2.4659,3.2759,6.6623,4.0671,3.2607
199610,-5.2621,-0.2902,0.9932,0.6781,3.789,4.3024
199611,1.7531,4.4777,3.9288,7.1535,7.3238,7.7482
199612,0.5392,2.5949,2.2704,-1.7155,-1.5427,-0.8256
199701,4.1649,3.219,2.9067,6.5068,4.7004,4.9195
199702,-6.4196,-0.7155,1.2125,0.0212,-0.0144,3.738
199703,-8.4408,-3.865,-1.806,-5.3569,-2.4748,-5.2102
199704,-3.2057,0.6159,-0.4489,6.4759,3.9495,3.855
199705,15.557,10.2569,8.4213,6.9398,5.9044,5.8204
199706,3.2911,5.6404,6.9037,4.3459,3.9275,3.8965
199707,5.0479,5.214,5.5703,7.7392,8.585,7.7277
199708,3.9081,3.3966,3.0223,-5.5037,-3.7395,-2.2565
199709,8.7194,7.8769,8.2867,5.0326,6.0494,6.2052
199710,-6.461,-3.5409,-2.0165,-3.2725,-3.365,-3.1766
199711,-3.445,-1.036,0.5167,5.1146,2.7105,3.5621
199712,-2.2526,0.7737,2.3342,1.2184,2.7801,4.3036
199801,-0.6783,-1.2244,-1.0299,2.5491,-1.9299,-0.3543
199802,8.559,7.3417,7.0923,7.0242,8.2254,6.7943
199803,4.1742,4.9101,4.6827,4.9016,5.1173,7.1641
199804,0.6953,1.4324,2.1415,0.8618,1.8983,1.2991
199805,-7.4586,-5.1838,-2.4278,-2.1842,-2.3898,-0.3432
199806,0.599,-0.4395,-0.1616,5.5655,1.6572,2.4064
199807,-7.7919,-7.2965,-7.4253,-0.84,-2.1666,-4.7627
199808,-24.3741,-18.2644,-18.8106,-13.6291,-18.6322,-12.1245
199809,9.1005,5.1464,3.6424,7.8651,3.2743,6.4886
199810,4.4161,3.7767,3.3328,7.9721,8.3229,4.5867
199811,9.0066,5.9692,5.4904,7.0561,5.6614,4.0667
199812,6.7069,3.5678,2.802,8.2786,2.4758,3.812
199901,3.7326,2.0771,1.0679,4.9923,1.1859,-1.551
199902,-8.8767,-7.3347,-8.4237,-4.4395,-0.904,-1.0443
199903,-0.1892,0.9474,-2.7853,3.9834,4.2758,1.1068
199904,9.0446,10.6925,9.1712,2.2638,7.8684,7.0474
199905,1.8174,1.0419,3.7551,-2.4989,-1.164,0.2561
199906,6.642,5.8396,6.4515,6.5464,2.7282,0.3594
199907,-1.1252,-0.5169,-1.17,-2.9887,-3.7973,-3.8208
199908,-2.7649,-3.0498,-3.4268,0.0456,-3.4353,-3.0357
199909,0.6314,-0.1897,-2.8843,-1.7866,-5.6162,-5.2602
199910,0.9525,-0.4475,-2.7004,6.647,7.5254,3.5624
199911,13.3583,6.4205,4.3349,4.1944,-2.6936,0.9766
199912,18.3003,9.0252,6.6659,8.3424,1.2492,3.3242
200001,1.1975,-0.9354,0.3625,-4.8391,-4.0904,-7.7629
200002,28.0883,15.6498,13.1301,1.2418,-5.4572,-2.9891
200003,-13.484,-4.8054,-1.2043,8.6671,10.7953,12.6437
200004,-14.6459,-5.7927,-4.3476,-4.2256,-0.5153,-0.0027
200005,-7.4689,-5.3605,-4.9489,-3.4721,0.3541,3.4989
200006,17.7779,9.2663,8.5776,4.7732,-4.8059,-2.8696
200007,-7.1352,1.3482,1.8849,-3.0452,3.7998,4.5455
200008,8.796,5.1353,6.671,7.5806,7.93,6.93
200009,-7.2712,-0.573,-0.4569,-5.9659,1.5545,1.5671
200010,-8.4071,-1.3294,-1.5683,-2.0153,-0.2313,2.5737
200011,-16.5288,-4.3038,-2.9313,-10.5537,-3.4093,0.4395
200012,2.7926,8.7299,8.6265,-0.1828,8.9452,9.2058
200101,12.6089,5.0389,6.863,3.4848,1.894,-0.9
200102,-12.4032,-0.6751,0.0022,-11.2013,-0.8604,1.3265
200103,-7.6214,-0.8824,-1.5864,-8.0352,-1.5624,-1.2367
200104,10.1832,5.0033,5.0816,8.9573,4.9486,4.7177
200105,3.8731,4.6138,6.31,0.4381,2.1237,4.7252
200106,6.3064,4.6371,3.1503,-2.2317,-1.0819,-1.3252
200107,-9.3319,-4.5299,-1.089,-1.7118,-1.1436,0.4601
200108,-7.4609,-2.6798,-1.4791,-6.9023,-3.8984,-8.2732
200109,-17.0159,-13.4339,-14.1521,-8.1659,-9.6087,-8.1314
200110,11.118,5.4265,4.4857,3.3534,0.5583,-5.3216
200111,9.0378,7.3094,9.0717,7.8875,6.654,12.2742
200112,6.7106,6.8199,6.689,0.6646,2.9847,2.3635
200201,-5.1916,0.3734,3.3048,-0.9182,-1.6239,-2.5436
200202,-8.1298,-1.2577,-1.0152,-2.3962,0.1967,-5.1829
200203,8.8781,7.6614,9.9117,3.5933,5.5297,4.684
200204,-4.0034,2.3893,4.227,-7.1199,-0.5419,-7.5924
200205,-6.7104,-3.6309,-2.6494,-1.3862,0.4151,-2.3928
200206,-7.0903,-3.2247,-2.4015,-7.4377,-5.9293,-12.2215
200207,-14.9416,-14.5371,-15.3101,-6.4478,-8.7317,-13.7713
200208,-0.433,0.3783,-0.4485,-0.1006,1.7138,6.4683
200209,-8.3652,-7.4921,-7.1005,-10.8017,-10.2357,-9.135
200210,6.6758,4.63,0.54,9.7548,4.3438,7.9856
200211,13.2221,8.3005,7.6826,5.378,5.8461,8.4496
200212,-8.677,-4.6337,-3.583,-6.1715,-3.9938,-6.9949
200301,-2.331,-2.6034,-1.2782,-2.8369,-1.8127,-5.5572
200302,-3.9075,-1.9031,-3.7313,-1.4217,-2.3934,-4.3684
200303,1.7988,0.5505,1.0764,1.5895,0.3344,-1.5555
200304,11.0914,9.3698,9.5335,7.7629,8.7516,11.5916
200305,13.1865,10.8523,10.6693,5.0071,7.3773,8.327
200306,2.4758,2.3886,3.5209,1.3366,1.3129,0.5109
200307,8.2157,5.6878,6.6437,1.7695,2.7525,0.8599
200308,4.9033,4.5309,6.0561,2.126,1.5654,4.0295
200309,-1.6603,-1.9102,0.922,-1.132,-0.5218,-3.3924
200310,8.4031,8.0205,10.7909,5.2059,7.1717,6.751
200311,2.9769,3.661,4.676,0.8079,1.6078,2.661
200312,1.0682,2.5792,3.107,4.6141,4.3907,5.7836
200401,3.8937,3.4793,7.2328,1.4411,2.4336,3.077
200402,0.3743,0.9521,0.2898,1.0861,2.2999,2.9757
200403,1.2919,0.4204,0.4087,-1.8648,-0.7461,-0.4333
200404,-3.3071,-3.2731,-6.0914,-0.2311,-3.7625,-3.6398
200405,1.0241,1.281,0.7002,1.2499,1.2698,1.0769
200406,3.1125,5.0647,4.3401,1.5136,1.559,2.6548
200407,-9.4967,-5.6173,-5.2013,-4.3756,-2.317,-2.1818
200408,-2.2001,-0.2855,-0.6391,-0.282,1.4836,0.1024
200409,5.5244,5.1966,3.6371,0.8519,1.7287,2.7342
200410,2.7869,1.6822,1.2476,1.5958,0.9939,2.6893
200411,8.5101,8.6832,8.7784,3.7051,4.7825,6.2587
200412,4.4048,2.5587,3.7097,3.5207,3.4817,3.7746
200501,-5.3911,-3.2922,-2.663,-3.0957,-1.3806,-1.7037
200502,0.7712,2.0313,2.804,2.1229,2.0273,3.1604
200503,-4.154,-2.455,-1.4772,-1.2856,-2.7057,0.1157
200504,-6.3511,-6.0303,-5.7186,-1.7369,-2.3195,-2.2342
200505,7.498,6.3547,5.7183,3.6683,3.079,4.1685
200506,2.7806,4.0838,4.7555,-0.7926,1.7881,2.8856
200507,6.9998,6.9463,5.9866,4.5699,2.6374,3.9961
200508,-2.2529,-1.1745,-1.2413,-1.2405,-0.8856,0.3806
200509,0.3822,0.9027,0.2636,0.3871,1.1889,1.9333
200510,-3.9638,-2.6603,-2.2453,-1.2382,-1.7791,-2.1076
200511,5.1198,4.6336,4.0298,4.1346,3.77,2.8948
200512,0.0933,-0.3908,-0.323,-0.729,1.2761,0.0853
200601,8.5807,9.2919,8.1654,1.8137,3.6573,4.3913
200602,-0.5483,-0.1086,-0.5208,-0.0917,0.8676,-0.804
200603,4.0319,5.2535,5.3598,1.6908,1.0619,1.5704
200604,-0.5657,1.0125,0.8286,0.0059,2.2492,3.2858
200605,-7.6554,-4.7808,-4.0432,-2.9029,-3.0052,-1.6874
200606,-0.7189,0.4333,0.0187,-0.1141,0.166,0.8541
200607,-5.8879,-2.817,-2.1527,-0.7869,1.1701,0.6862
200608,3.4981,2.5396,2.5223,3.3106,1.9982,0.1641
200609,0.8236,0.8357,1.3171,2.5161,2.3538,2.1895
200610,6.1777,5.2004,4.5665,3.3829,2.9276,4.3813
200611,2.5686,2.7786,2.7404,1.8462,2.1992,1.9554
200612,-0.5996,0.6826,2.0235,0.3481,2.0059,3.1865
200701,2.5527,0.8502,1.9196,1.9159,1.8344,1.1933
200702,-0.1024,-0.0686,-1.0489,-1.9498,-1.5525,-1.2836
200703,1.7726,1.3194,0.3487,0.8422,1.7789,0.333
200704,2.8135,2.0625,0.9535,4.8417,3.6568,3.7988
200705,4.5063,3.6848,3.1037,3.2198,4.0191,3.3277
200706,-0.5887,-1.1976,-1.6191,-1.1139,-2.3413,-2.1834
200707,-4.8084,-5.7884,-8.2207,-1.4022,-4.1777,-5.4141
200708,1.5001,2.4086,-0.6619,1.5856,2.0066,0.0271
200709,2.5885,0.9244,0.0934,4.9638,2.2985,3.0316
200710,3.5844,1.7244,0.1482,3.1527,1.4203,0.6368
200711,-7.5145,-6.6168,-7.9013,-3.1057,-5.5464,-4.5989
200712,0.1682,-0.6225,-0.9297,-0.4386,-0.8883,-0.4388
200801,-8.5654,-6.4944,-3.9366,-7.1977,-4.8299,-3.8873
200802,-4.6707,-2.8373,-3.9608,-2.11,-3.5707,-4.4916
200803,-2.1235,1.1733,0.1903,0.6612,-2.509,-1.0498
200804,4.7454,3.4384,1.5267,3.7378,6.047,5.0753
200805,5.515,5.3912,3.0015,2.3412,0.6904,1.9916
200806,-7.2838,-7.3823,-8.8965,-7.0126,-9.4254,-10.8237
200807,2.2876,2.9111,5.2999,-1.0748,-2.9991,6.751
200808,3.1047,3.8853,7.0479,1.4728,1.0545,0.7139
200809,-11.096,-7.2829,-6.9905,-9.78,-9.8463,-2.057
200810,-22.1126,-19.3548,-20.5932,-15.4972,-17.143,-21.6172
200811,-11.7044,-11.2419,-14.3367,-6.2057,-6.3444,-16.1953
200812,4.9088,4.3191,5.3899,1.7,1.0346,1.5085
200901,-7.8913,-10.1102,-16.0718,-5.3342,-9.2189,-19.7425
200902,-9.8277,-11.4055,-15.0774,-7.9555,-11.9113,-16.6032
200903,9.1856,10.321,11.0487,8.3258,8.7151,13.4126
200904,16.4844,16.6524,18.304,7.9415,10.4615,16.8494
200905,3.8848,3.1539,2.4796,4.5172,6.0893,6.4772
200906,5.4172,1.7451,0.7106,0.8703,-1.0007,0.114
200907,6.9131,10.3276,13.3715,6.7746,8.2384,9.9829
200908,1.0155,3.0144,8.1775,1.7045,3.9404,9.8001
200909,6.3176,5.8375,7.5882,3.4573,4.7055,4.2793
200910,-6.9838,-6.3198,-9.3918,-0.4418,-2.7689,-6.4484
200911,2.0214,1.9394,4.1189,6.6381,4.7671,3.8618
200912,8.4759,8.074,8.368,1.9456,3.1202,1.7169
201001,-3.7834,-3.0201,-2.6952,-4.2125,-2.0265,-4.4504
201002,3.3733,4.1291,7.4667,3.058,2.9082,5.4191
201003,7.016,8.1488,8.9514,5.2329,6.7363,7.7161
201004,3.9334,6.237,9.2912,0.852,2.7427,1.2645
201005,-5.9602,-7.1246,-10.3776,-7.3779,-8.5019,-7.8501
201006,-5.7705,-7.5702,-10.8899,-4.4235,-5.6504,-8.7076
201007,6.7892,6.6916,7.2318,6.7418,7.6803,5.6834
201008,-7.1839,-7.6703,-8.6118,-4.0632,-3.9597,-6.4365
201009,14.0566,12.773,10.9568,10.0755,8.9842,6.851
201010,4.4548,4.2298,3.6404,4.5444,3.8611,0.5078
201011,3.7202,4.1091,3.3312,0.5094,0.3779,-1.0253
201012,7.3101,8.3262,9.4636,4.9391,7.795,10.1774
201101,-0.4753,0.0659,0.3442,2.0293,2.5443,2.8643
201102,5.1047,5.3273,5.6043,2.5012,4.4024,4.5472
201103,3.3477,2.8287,1.4611,0.1939,1.3976,-1.5739
201104,3.2935,2.1076,1.0561,3.7506,2.7078,1.1332
201105,-1.4039,-2.1295,-3.1974,-0.5623,-1.3945,-3
201106,-1.7945,-2.1286,-1.8913,-1.4636,-1.7685,-2.2103
201107,-4.5439,-3.9686,-3.0352,-0.7561,-2.9443,-4.059
201108,-9.3769,-8.8784,-9.7399,-3.9976,-6.4878,-8.3585
201109,-11.1092,-11.4956,-10.8019,-6.3705,-6.9662,-10.1269
201110,15.6782,15.5059,13.1351,9.8325,12.0524,12.5813
201111,-1.8363,-0.2643,-0.1686,-0.0524,0.9022,-2.6363
201112,-0.5702,0.7812,1.1746,-0.1342,1.9194,1.38
201201,8.2691,6.8063,5.8503,5.4881,3.3587,5.9724
201202,3.4368,2.3748,2.9373,4.63,3.6923,5.9852
201203,2.4245,2.8281,3.0831,3.696,1.2495,5.3242
201204,-1.4451,-2.0557,-0.9131,-0.4648,-0.1512,-2.5525
201205,-6.5422,-6.3568,-6.2397,-5.4838,-5.942,-7.9175
201206,5.7104,4.2133,4.7887,2.9353,4.6708,5.0942
201207,-3.3857,-0.8349,-1.7068,1.2935,1.4434,-0.4303
201208,3.2884,3.1319,3.7404,2.3725,1.8713,4.5117
201209,3.2688,3.5064,4.1139,1.9087,3.2017,4.2734
201210,-4.043,-1.3306,-0.8733,-2.4805,-1.8315,1.5199
201211,1.0919,1.0371,0.8674,1.1244,0.3005,-0.3317
201212,2.6308,3.469,4.4199,-0.1907,1.2208,5.0406
201301,6.8825,6.354,5.8106,4.4787,6.0958,7.469
201302,1.0361,0.8598,1.3242,1.3647,1.3768,1.3
201303,5.1794,4.5322,4.5439,3.7607,4.0516,4.0252
201304,-0.7799,-0.873,-0.1701,1.8584,1.2847,2.1417
201305,5.0181,5.3174,5.199,1.9508,1.4377,7.0326
201306,-0.2285,0.3686,-0.1188,-1.7702,-0.3864,-1.8251
201307,7.38,7.1538,7.8817,5.6309,4.892,6.2744
201308,-1.0563,-3.5324,-3.8395,-1.7433,-3.1653,-4.3434
201309,6.3876,6.2724,5.6102,4.0527,3.1904,2.3976
201310,1.0547,3.13,3.946,4.1757,4.7556,3.7778
201311,5.2474,3.9242,4.5237,3.2912,1.8741,4.657
201312,1.8901,2.7731,1.8888,2.1376,3.7106,2.0897
201401,-0.1005,-4.1315,-3.6886,-3.3492,-3.3583,-3.8951
201402,4.0185,4.7536,5.1966,5.0204,4.6768,3.2149
201403,-3.4318,1.3005,1.3785,-0.5888,0.7922,4.4634
201404,-6.3726,-3.0591,-2.74,0.3706,0.9417,-0.9228
201405,-0.6871,0.8499,0.0861,2.459,2.0113,1.4194
201406,7.1987,5.0834,4.4407,1.643,2.8017,3.0089
201407,-6.3824,-6.3564,-5.4594,-1.4006,-1.6522,-2.2657
201408,5.0712,4.0537,4.5295,4.7978,3.226,4.438
201409,-4.7302,-5.2698,-6.439,-0.9312,-2.4773,-1.9052
201410,7.5086,5.819,5.2151,2.8233,1.5928,1.499
201411,1.7865,-0.264,-1.0665,3.7087,2.5528,0.3802
201412,2.0778,2.8713,3.2662,-1.3474,0.1043,2.0002
201501,-2.8575,-4.9049,-5.1879,-1.5607,-3.2987,-6.3993
201502,7.6759,7.0046,5.0056,6.4876,5.884,5.4379
201503,2.0451,1.8086,1.1345,-1.3767,-1.5381,-1.2115
201504,-3.2024,-2.1341,-0.7281,0.3415,1.2764,1.5106
201505,2.8938,2.7074,0.881,1.2186,1.5029,0.9607
201506,2.7223,0.3338,0.6035,-1.8323,-1.9434,-1.2916
201507,-0.2299,-2.3691,-5.6037,2.9657,1.257,0.08
201508,-9.3032,-4.7406,-3.3404,-6.1721,-5.618,-6.588
201509,-7.8251,-4.6211,-4.7172,-2.2242,-2.8566,-4.2145
201510,5.0061,6.5022,5.7017,8.0276,8.4164,6.4103
201511,5.6571,3.383,3.6571,0.5054,-0.2685,1.6709
201512,-3.8734,-4.9792,-6.8243,-1.306,-2.2722,-3.573
201601,-14.1147,-7.7001,-6.9269,-5.1637,-5.1326,-8.1763
201602,-0.7099,0.9644,0.378,0.0215,0.6254,-2.2142
201603,7.7058,7.8537,8.4662,6.576,6.7935,8.2047
201604,2.6434,1.1627,3.8478,-0.6295,1.2854,4.7317
201605,2.329,1.279,0.5247,2.1877,1.7826,0.6654
201606,0.2961,-0.4148,-0.0412,0.0131,0.5954,-2.6015
201607,7.0391,5.6229,5.674,4.951,2.2505,3.6762
201608,1.3009,2.6474,3.2507,-0.5452,0.4159,3.8652
201609,3.2742,1.326,1.6892,0.4472,-0.0784,-0.4406
201610,-8.1473,-5.1404,-3.0228,-1.9605,-2.255,1.0938
201611,9.14,12.5646,14.9658,1.943,5.0565,12.5388
201612,-0.4427,2.9023,4.4845,1.3517,1.8021,3.4784
201701,1.9775,-0.1904,-0.7168,3.221,1.0026,0.4064
201702,3.3431,1.1583,0.2891,4.2757,2.6548,3.9975
201703,2.3122,0.0637,-0.6854,1.1103,-0.2497,-2.5873
201704,1.9398,1.4382,0.6314,2.0535,0.6725,-0.8974
201705,-0.8419,-1.6372,-3.8611,2.8958,0.1204,-1.6445
201706,4.8044,3.1401,3.4308,-0.1294,0.5599,4.2068
201707,0.7577,0.5109,0.4835,2.4781,1.6575,2.1367
201708,-0.6132,-2.0376,-2.3451,1.2965,-0.1186,-1.1635
201709,5.4339,8.3527,8.3452,1.3548,2.6473,4.7097
201710,0.3608,0.3246,1.0223,3.1219,1.5413,2.862
201711,2.7002,2.7212,2.7467,3.3234,3.2685,3.2153
201712,0.8682,-0.7691,0.0149,0.9718,1.1421,1.9459
201801,3.1384,2.9959,1.8311,6.4966,5.6052,5.2253
201802,-3.0809,-3.7637,-3.7185,-2.5784,-4.7349,-4.0181
201803,1.3872,0.9719,1.9283,-2.3638,-2.2034,-3.3156
201804,1.2051,1.0672,2.3998,0.6196,0.1555,0.5007
201805,8.0065,7.5384,5.7014,3.8336,1.9238,-0.2962
201806,2.8798,0.2033,0.605,1.0924,0.4914,-1.2985
201807,1.4318,2.1783,1.0495,3.3424,3.3649,4.6186
201808,5.7092,3.3666,2.2899,5.3918,1.7127,0.8061
201809,-1.7386,-2.749,-2.837,0.5834,0.6728,-1.7224
201810,-13.3209,-11.4005,-9.1745,-8.1926,-5.9586,-5.528
201811,1.0421,2.1254,0.8306,1.4792,2.2986,2.2556
201812,-12.0894,-11.9107,-12.6518,-8.3897,-9.5705,-11.5847
201901,12.9018,10.3765,11.0625,8.1844,8.3561,9.1348
201902,6.4488,5.0532,3.6106,3.7678,3.9457,1.2013
201903,-0.6681,-2.9059,-4.2492,2.7755,0.4716,-1.8982
201904,2.3043,4.0445,3.2967,4.0177,3.4674,7.3301
201905,-7.1275,-8.2321,-9.9145,-6.3402,-6.7042,-8.2928
201906,8.2594,7.6955,6.4689,7.0538,7.0688,7.4528
201907,-0.7976,0.7021,-0.6313,1.8103,0.679,2.587
201908,-4.1984,-5.8792,-8.1024,-1.0204,-3.2964,-6.6937
201909,-2.4907,3.952,5.5525,0.3214,3.7989,5.7837
201910,4.4627,2.5468,0.6841,2.6102,1.6118,2.579
201911,6.1075,3.3041,3.5346,4.3949,3.2386,2.9457
201912,2.7577,4.3696,4.789,2.757,2.6757,4.2633
202001,-1.8502,-4.1627,-8.2603,1.6837,-2.1307,-4.46
202002,-6.1507,-8.6528,-9.9751,-7.0477,-10.1221,-10.8288
202003,-18.6226,-21.4701,-28.0799,-8.9985,-17.5166,-27.2089
202004,18.3099,13.0286,15.6219,14.3817,10.8271,14.3835
202005,11.2651,4.8208,4.2878,6.058,3.531,3.3176
202006,5.446,2.4738,3.5002,3.5334,-1.2471,1.0626
202007,1.8239,2.8586,2.654,7.2846,3.3318,3.64
202008,7.1723,4.5483,5.3709,9.4568,3.0264,5.318
202009,-0.5582,-4.4953,-5.8531,-4.1638,-2.5255,-4.266
202010,0.6958,2.5126,6.2523,-2.8696,-0.8337,0.0293
202011,23.143,17.6858,19.5746,10.4738,14.3622,18.1689
202012,12.7199,8.0689,8.3849,4.4523,4.3095,5.7604
202101,5.8871,5.1032,10.6737,-0.5979,-0.5502,0.6968
202102,5.848,9.4077,9.314,0.3563,6.9484,11.0755
202103,-2.7043,3.0157,7.1905,2.3154,5.0555,7.2184
202104,2.563,1.5026,1.2465,6.0793,3.3492,5.4552
202105,-1.6461,1.4871,6.0506,-1,2.0495,5.4637
202106,5.5321,0.4348,-1.3843,4.8194,-1.2665,-3.951
202107,-5.5669,-1.8119,-3.7459,3.1122,0.0556,-2.391
202108,2.4939,1.4988,2.7415,3.5727,1.4455,2.9397
202109,-4.4684,-3.4654,0.4729,-5.449,-3.9731,-0.0902
202110,2.9734,3.788,3.7639,8.0178,3.2321,6.3345
202111,-7.0132,-1.3188,-3.7738,-0.3202,-3.3964,-4.4455
202112,-0.0285,4.1317,4.3891,2.5978,6.2586,4.6791
202201,-13.3275,-9.0838,-0.9688,-7.9548,-3.0364,5.4471
202202,-0.0313,1.1878,2.2547,-3.559,0.0076,0.3744
202203,1.7907,0.997,0.5349,4.3282,1.8907,1.9728
202204,-13.5306,-8.5191,-5.5794,-10.5957,-6.7044,-6.154
202205,-4.3725,1.6315,4.1594,-2.6268,3.7604,5.8023
202206,-4.3114,-6.6621,-11.1931,-7.2574,-8.8209,-12.3887
202207,13.4327,10.7498,8.7697,11.4389,5.1161,7.9956
202208,0.2894,-2.1621,-2.2616,-4.7173,-2.0542,-1.5765
202209,-9.3432,-10.0672,-9.7727,-9.1236,-9.0208,-8.5881
202210,7.279,10.3137,13.8218,5.4729,10.7625,14.965
202211,-0.5107,2.8785,2.5509,5.1322,5.4547,4.838
202212,-5.91,-6.8834,-5.4081,-7.172,-3.9816,-4.9538
202301,13.897,11.1438,8.176,7.4984,5.5451,5.1759
202302,-2.4126,-1.4158,-1.6957,-1.3926,-3.9245,-3.7135
202303,-3.4709,-3.5802,-9.1571,6.7386,-1.0633,-5.3232
202304,-1.2652,-2.2809,-2.5425,1.0401,0.7198,2.2148
202305,0.8681,1.2623,-4.297,3.9806,-4.6457,-6.3029
202306,7.5959,8.1418,8.101,7.1427,5.952,6.1311
202307,5.1406,6.3405,9.2209,2.9017,4.582,6.9958
202308,-7.7468,-5.4808,-5.3805,-0.8993,-2.8277,-5.5092
202309,-6.7894,-5.7953,-6.0834,-5.4009,-2.7108,-3.0848
202310,-9.075,-6.0702,-6.2088,-1.7957,-3.6551,-4.3317
202311,9.9027,9.0302,10.4754,9.5658,7.6582,12.2209
202312,12.2846,11.9738,15.3817,4.2262,5.3949,10.9983
202401,-4.2292,-4.1889,-5.1532,1.7423,1.9773,-1.9996
202402,6.6279,5.342,2.3119,5.5721,6.3837,2.8054
202403,1.1282,2.9269,3.729,2.3524,4.7421,8.0772
202404,-7.9304,-6.733,-6.4165,-3.2845,-4.896,-5.8782
202405,5.7419,4.9294,4.2925,5.6152,3.1794,4.3329
202406,-0.8444,-2.4795,-1.7929,5.1391,-0.6413,-0.54
,,,,,,
,,,,,,
200605,0.2236,0.454,0.8392,0.2142,0.451,0.7229
200606,0.2231,0.4542,0.8384,0.2145,0.4514,0.7231
200607,0.204,0.4282,0.785,0.21,0.435,0.7047
200608,0.204,0.4286,0.7815,0.2115,0.4363,0.7045
200609,0.2053,0.43,0.7837,0.2117,0.4372,0.7069
200610,0.2058,0.4311,0.784,0.2117,0.4381,0.7074
200611,0.2046,0.4303,0.7864,0.2112,0.4376,0.7062
200612,0.2044,0.4314,0.7865,0.2112,0.4379,0.7069
200701,0.2039,0.4327,0.7917,0.2119,0.4399,0.7062
200702,0.2037,0.4325,0.7942,0.2112,0.4389,0.7066
200703,0.2039,0.4317,0.7969,0.2112,0.4394,0.7075
200704,0.2026,0.4308,0.7961,0.2109,0.4384,0.7057
200705,0.202,0.4297,0.797,0.2111,0.4381,0.7063
200706,0.2021,0.4284,0.7994,0.2109,0.4376,0.7056
200707,0.1874,0.4224,0.7937,0.1892,0.4094,0.7089
200708,0.1861,0.4216,0.7899,0.1889,0.4077,0.7071
200709,0.1854,0.4221,0.7868,0.189,0.4077,0.705
200710,0.1847,0.4209,0.7794,0.1888,0.4069,0.705
200711,0.1846,0.42,0.7725,0.1873,0.4033,0.6999
200712,0.1846,0.4195,0.7683,0.1882,0.402,0.7007
200801,0.1844,0.4182,0.7654,0.188,0.3996,0.6971
200802,0.1861,0.4216,0.7699,0.1896,0.4021,0.697
200803,0.1863,0.4206,0.7649,0.1901,0.3986,0.6952
200804,0.1869,0.4191,0.7684,0.1905,0.3972,0.6957
200805,0.1874,0.4181,0.7667,0.1893,0.3968,0.6945
200806,0.1869,0.4165,0.7643,0.1885,0.3937,0.6928
200807,0.2462,0.5845,1.4379,0.2265,0.5363,1.1544
200808,0.2488,0.5954,1.4903,0.228,0.5398,1.1696
200809,0.2516,0.601,1.6182,0.2292,0.5344,1.1479
